x,y
-2.64651200,0.91071171
-2.64650200,0.92168503
-2.64649200,0.93278211
-2.64648200,0.94400248
-2.64647200,0.95534572
-2.64646200,0.96681137
-2.64645200,0.97839899
-2.64644200,0.99010814
-2.64643200,1.00193838
-2.64642200,1.01388927
-2.64641200,1.02596037
-2.64640200,1.03815124
-2.64639200,1.05046145
-2.64638200,1.06289057
-2.64637200,1.07543815
-2.64636200,1.08810377
-2.64635200,1.10088700
-2.64634200,1.11378739
-2.64633200,1.12680453
-2.64632200,1.13993798
-2.64631200,1.15318732
-2.64630200,1.16655212
-2.64629200,1.18003196
-2.64628200,1.19362640
-2.64627200,1.20733504
-2.64626200,1.22115743
-2.64625200,1.23509317
-2.64624200,1.24914183
-2.64623200,1.26330299
-2.64622200,1.27757624
-2.64621200,1.29196116
-2.64620200,1.30645732
-2.64619200,1.32106433
-2.64618200,1.33578175
-2.64617200,1.35060919
-2.64616200,1.36554622
-2.64615200,1.38059244
-2.64614200,1.39574743
-2.64613200,1.41101079
-2.64612200,1.42638211
-2.64611200,1.44186098
-2.64610200,1.45744700
-2.64609200,1.47313976
-2.64608200,1.48893886
-2.64607200,1.50484389
-2.64606200,1.52085445
-2.64605200,1.53697014
-2.64604200,1.55319057
-2.64603200,1.56951533
-2.64602200,1.58594402
-2.64601200,1.60247625
-2.64600200,1.61911162
-2.64599200,1.63584974
-2.64598200,1.65269021
-2.64597200,1.66963264
-2.64596200,1.68667664
-2.64595200,1.70382181
-2.64594200,1.72106777
-2.64593200,1.73841413
-2.64592200,1.75586050
-2.64591200,1.77340649
-2.64590200,1.79105172
-2.64589200,1.80879580
-2.64588200,1.82663834
-2.64587200,1.84457897
-2.64586200,1.86261730
-2.64585200,1.88075294
-2.64584200,1.89898553
-2.64583200,1.91731468
-2.64582200,1.93574001
-2.64581200,1.95426114
-2.64580200,1.97287770
-2.64579200,1.99158931
-2.64578200,2.01039560
-2.64577200,2.02929619
-2.64576200,2.04829071
-2.64575200,2.06737880
-2.64574200,2.08656006
-2.64573200,2.10583415
-2.64572200,2.12520069
-2.64571200,2.14465930
-2.64570200,2.16420963
-2.64569200,2.18385130
-2.64568200,2.20358396
-2.64567200,2.22340724
-2.64566200,2.24332076
-2.64565200,2.26332418
-2.64564200,2.28341713
-2.64563200,2.30359925
-2.64562200,2.32387017
-2.64561200,2.34422955
-2.64560200,2.36467702
-2.64559200,2.38521222
-2.64558200,2.40583480
-2.64557200,2.42654441
-2.64556200,2.44734068
-2.64555200,2.46822327
-2.64554200,2.48919182
-2.64553200,2.51024598
-2.64552200,2.53138541
-2.64551200,2.55260974
-2.64550200,2.57391864
-2.64549200,2.59531174
-2.64548200,2.61678872
-2.64547200,2.63834921
-2.64546200,2.65999288
-2.64545200,2.68171937
-2.64544200,2.70352836
-2.64543200,2.72541948
-2.64542200,2.74739241
-2.64541200,2.76944679
-2.64540200,2.79158230
-2.64539200,2.81379859
-2.64538200,2.83609531
-2.64537200,2.85847214
-2.64536200,2.88092874
-2.64535200,2.90346477
-2.64534200,2.92607990
-2.64533200,2.94877379
-2.64532200,2.97154610
-2.64531200,2.99439652
-2.64530200,3.01732469
-2.64529200,3.04033030
-2.64528200,3.06341302
-2.64527200,3.08657251
-2.64526200,3.10980845
-2.64525200,3.13312050
-2.64524200,3.15650835
-2.64523200,3.17997167
-2.64522200,3.20351012
-2.64521200,3.22712340
-2.64520200,3.25081117
-2.64519200,3.27457311
-2.64518200,3.29840890
-2.64517200,3.32231823
-2.64516200,3.34630076
-2.64515200,3.37035618
-2.64514200,3.39448418
-2.64513200,3.41868443
-2.64512200,3.44295663
-2.64511200,3.46730044
-2.64510200,3.49171556
-2.64509200,3.51620168
-2.64508200,3.54075848
-2.64507200,3.56538564
-2.64506200,3.59008286
-2.64505200,3.61484983
-2.64504200,3.63968623
-2.64503200,3.66459176
-2.64502200,3.68956611
-2.64501200,3.71460896
-2.64500200,3.73972002
-2.64499200,3.76489898
-2.64498200,3.79014552
-2.64497200,3.81545936
-2.64496200,3.84084018
-2.64495200,3.86628767
-2.64494200,3.89180155
-2.64493200,3.91738150
-2.64492200,3.94302723
-2.64491200,3.96873843
-2.64490200,3.99451481
-2.64489200,4.02035608
-2.64488200,4.04626192
-2.64487200,4.07223205
-2.64486200,4.09826616
-2.64485200,4.12436397
-2.64484200,4.15052518
-2.64483200,4.17674950
-2.64482200,4.20303663
-2.64481200,4.22938628
-2.64480200,4.25579816
-2.64479200,4.28227198
-2.64478200,4.30880745
-2.64477200,4.33540428
-2.64476200,4.36206218
-2.64475200,4.38878087
-2.64474200,4.41556005
-2.64473200,4.44239945
-2.64472200,4.46929877
-2.64471200,4.49625774
-2.64470200,4.52327606
-2.64469200,4.55035346
-2.64468200,4.57748965
-2.64467200,4.60468436
-2.64466200,4.63193729
-2.64465200,4.65924818
-2.64464200,4.68661674
-2.64463200,4.71404269
-2.64462200,4.74152575
-2.64461200,4.76906566
-2.64460200,4.79666212
-2.64459200,4.82431488
-2.64458200,4.85202364
-2.64457200,4.87978814
-2.64456200,4.90760811
-2.64455200,4.93548326
-2.64454200,4.96341334
-2.64453200,4.99139806
-2.64452200,5.01943716
-2.64451200,5.04753036
-2.64450200,5.07567741
-2.64449200,5.10387802
-2.64448200,5.13213194
-2.64447200,5.16043889
-2.64446200,5.18879861
-2.64445200,5.21721084
-2.64444200,5.24567530
-2.64443200,5.27419174
-2.64442200,5.30275988
-2.64441200,5.33137948
-2.64440200,5.36005026
-2.64439200,5.38877197
-2.64438200,5.41754434
-2.64437200,5.44636711
-2.64436200,5.47524003
-2.64435200,5.50416283
-2.64434200,5.53313527
-2.64433200,5.56215707
-2.64432200,5.59122799
-2.64431200,5.62034777
-2.64430200,5.64951615
-2.64429200,5.67873288
-2.64428200,5.70799770
-2.64427200,5.73731037
-2.64426200,5.76667063
-2.64425200,5.79607823
-2.64424200,5.82553291
-2.64423200,5.85503443
-2.64422200,5.88458253
-2.64421200,5.91417698
-2.64420200,5.94381751
-2.64419200,5.97350389
-2.64418200,6.00323586
-2.64417200,6.03301318
-2.64416200,6.06283560
-2.64415200,6.09270288
-2.64414200,6.12261478
-2.64413200,6.15257104
-2.64412200,6.18257143
-2.64411200,6.21261570
-2.64410200,6.24270362
-2.64409200,6.27283494
-2.64408200,6.30300942
-2.64407200,6.33322682
-2.64406200,6.36348690
-2.64405200,6.39378942
-2.64404200,6.42413415
-2.64403200,6.45452085
-2.64402200,6.48494928
-2.64401200,6.51541921
-2.64400200,6.54593040
-2.64399200,6.57648261
-2.64398200,6.60707562
-2.64397200,6.63770918
-2.64396200,6.66838308
-2.64395200,6.69909706
-2.64394200,6.72985091
-2.64393200,6.76064439
-2.64392200,6.79147727
-2.64391200,6.82234932
-2.64390200,6.85326031
-2.64389200,6.88421002
-2.64388200,6.91519822
-2.64387200,6.94622467
-2.64386200,6.97728916
-2.64385200,7.00839146
-2.64384200,7.03953134
-2.64383200,7.07070858
-2.64382200,7.10192295
-2.64381200,7.13317423
-2.64380200,7.16446220
-2.64379200,7.19578663
-2.64378200,7.22714731
-2.64377200,7.25854401
-2.64376200,7.28997652
-2.64375200,7.32144460
-2.64374200,7.35294805
-2.64373200,7.38448665
-2.64372200,7.41606017
-2.64371200,7.44766841
-2.64370200,7.47931114
-2.64369200,7.51098814
-2.64368200,7.54269921
-2.64367200,7.57444412
-2.64366200,7.60622267
-2.64365200,7.63803464
-2.64364200,7.66987981
-2.64363200,7.70175797
-2.64362200,7.73366892
-2.64361200,7.76561244
-2.64360200,7.79758832
-2.64359200,7.82959634
-2.64358200,7.86163631
-2.64357200,7.89370800
-2.64356200,7.92581122
-2.64355200,7.95794575
-2.64354200,7.99011139
-2.64353200,8.02230793
-2.64352200,8.05453516
-2.64351200,8.08679288
-2.64350200,8.11908089
-2.64349200,8.15139897
-2.64348200,8.18374693
-2.64347200,8.21612456
-2.64346200,8.24853167
-2.64345200,8.28096803
-2.64344200,8.31343347
-2.64343200,8.34592777
-2.64342200,8.37845073
-2.64341200,8.41100216
-2.64340200,8.44358185
-2.64339200,8.47618961
-2.64338200,8.50882523
-2.64337200,8.54148853
-2.64336200,8.57417930
-2.64335200,8.60689735
-2.64334200,8.63964248
-2.64333200,8.67241449
-2.64332200,8.70521320
-2.64331200,8.73803840
-2.64330200,8.77088990
-2.64329200,8.80376751
-2.64328200,8.83667104
-2.64327200,8.86960029
-2.64326200,8.90255508
-2.64325200,8.93553520
-2.64324200,8.96854048
-2.64323200,9.00157072
-2.64322200,9.03462573
-2.64321200,9.06770533
-2.64320200,9.10080932
-2.64319200,9.13393751
-2.64318200,9.16708973
-2.64317200,9.20026577
-2.64316200,9.23346547
-2.64315200,9.26668862
-2.64314200,9.29993505
-2.64313200,9.33320457
-2.64312200,9.36649700
-2.64311200,9.39981215
-2.64310200,9.43314984
-2.64309200,9.46650989
-2.64308200,9.49989211
-2.64307200,9.53329633
-2.64306200,9.56672236
-2.64305200,9.60017002
-2.64304200,9.63363914
-2.64303200,9.66712953
-2.64302200,9.70064101
-2.64301200,9.73417341
-2.64300200,9.76772655
-2.64299200,9.80130024
-2.64298200,9.83489432
-2.64297200,9.86850861
-2.64296200,9.90214293
-2.64295200,9.93579711
-2.64294200,9.96947096
-2.64293200,10.00316433
-2.64292200,10.03687702
-2.64291200,10.07060888
-2.64290200,10.10435972
-2.64289200,10.13812938
-2.64288200,10.17191768
-2.64287200,10.20572445
-2.64286200,10.23954952
-2.64285200,10.27339273
-2.64284200,10.30725389
-2.64283200,10.34113284
-2.64282200,10.37502942
-2.64281200,10.40894344
-2.64280200,10.44287476
-2.64279200,10.47682319
-2.64278200,10.51078857
-2.64277200,10.54477074
-2.64276200,10.57876953
-2.64275200,10.61278477
-2.64274200,10.64681630
-2.64273200,10.68086396
-2.64272200,10.71492757
-2.64271200,10.74900698
-2.64270200,10.78310202
-2.64269200,10.81721254
-2.64268200,10.85133836
-2.64267200,10.88547933
-2.64266200,10.91963529
-2.64265200,10.95380607
-2.64264200,10.98799152
-2.64263200,11.02219147
-2.64262200,11.05640577
-2.64261200,11.09063425
-2.64260200,11.12487677
-2.64259200,11.15913315
-2.64258200,11.19340325
-2.64257200,11.22768691
-2.64256200,11.26198396
-2.64255200,11.29629426
-2.64254200,11.33061765
-2.64253200,11.36495397
-2.64252200,11.39930307
-2.64251200,11.43366480
-2.64250200,11.46803900
-2.64249200,11.50242551
-2.64248200,11.53682419
-2.64247200,11.57123488
-2.64246200,11.60565743
-2.64245200,11.64009169
-2.64244200,11.67453751
-2.64243200,11.70899474
-2.64242200,11.74346323
-2.64241200,11.77794282
-2.64240200,11.81243337
-2.64239200,11.84693473
-2.64238200,11.88144675
-2.64237200,11.91596929
-2.64236200,11.95050219
-2.64235200,11.98504532
-2.64234200,12.01959851
-2.64233200,12.05416163
-2.64232200,12.08873453
-2.64231200,12.12331707
-2.64230200,12.15790910
-2.64229200,12.19251048
-2.64228200,12.22712106
-2.64227200,12.26174069
-2.64226200,12.29636925
-2.64225200,12.33100657
-2.64224200,12.36565253
-2.64223200,12.40030698
-2.64222200,12.43496977
-2.64221200,12.46964078
-2.64220200,12.50431985
-2.64219200,12.53900684
-2.64218200,12.57370163
-2.64217200,12.60840406
-2.64216200,12.64311400
-2.64215200,12.67783131
-2.64214200,12.71255585
-2.64213200,12.74728749
-2.64212200,12.78202609
-2.64211200,12.81677150
-2.64210200,12.85152361
-2.64209200,12.88628226
-2.64208200,12.92104733
-2.64207200,12.95581867
-2.64206200,12.99059616
-2.64205200,13.02537966
-2.64204200,13.06016903
-2.64203200,13.09496415
-2.64202200,13.12976488
-2.64201200,13.16457108
-2.64200200,13.19938263
-2.64199200,13.23419939
-2.64198200,13.26902124
-2.64197200,13.30384803
-2.64196200,13.33867965
-2.64195200,13.37351595
-2.64194200,13.40835682
-2.64193200,13.44320212
-2.64192200,13.47805172
-2.64191200,13.51290549
-2.64190200,13.54776331
-2.64189200,13.58262504
-2.64188200,13.61749057
-2.64187200,13.65235976
-2.64186200,13.68723249
-2.64185200,13.72210863
-2.64184200,13.75698805
-2.64183200,13.79187063
-2.64182200,13.82675625
-2.64181200,13.86164478
-2.64180200,13.89653609
-2.64179200,13.93143006
-2.64178200,13.96632658
-2.64177200,14.00122550
-2.64176200,14.03612673
-2.64175200,14.07103012
-2.64174200,14.10593556
-2.64173200,14.14084292
-2.64172200,14.17575210
-2.64171200,14.21066296
-2.64170200,14.24557538
-2.64169200,14.28048925
-2.64168200,14.31540444
-2.64167200,14.35032084
-2.64166200,14.38523832
-2.64165200,14.42015678
-2.64164200,14.45507608
-2.64163200,14.48999612
-2.64162200,14.52491677
-2.64161200,14.55983792
-2.64160200,14.59475945
-2.64159200,14.62968125
-2.64158200,14.66460319
-2.64157200,14.69952518
-2.64156200,14.73444707
-2.64155200,14.76936878
-2.64154200,14.80429017
-2.64153200,14.83921114
-2.64152200,14.87413157
-2.64151200,14.90905135
-2.64150200,14.94397036
-2.64149200,14.97888850
-2.64148200,15.01380564
-2.64147200,15.04872169
-2.64146200,15.08363652
-2.64145200,15.11855003
-2.64144200,15.15346211
-2.64143200,15.18837263
-2.64142200,15.22328151
-2.64141200,15.25818862
-2.64140200,15.29309385
-2.64139200,15.32799710
-2.64138200,15.36289826
-2.64137200,15.39779722
-2.64136200,15.43269386
-2.64135200,15.46758810
-2.64134200,15.50247980
-2.64133200,15.53736888
-2.64132200,15.57225522
-2.64131200,15.60713872
-2.64130200,15.64201927
-2.64129200,15.67689676
-2.64128200,15.71177110
-2.64127200,15.74664217
-2.64126200,15.78150986
-2.64125200,15.81637409
-2.64124200,15.85123474
-2.64123200,15.88609170
-2.64122200,15.92094489
-2.64121200,15.95579418
-2.64120200,15.99063949
-2.64119200,16.02548070
-2.64118200,16.06031772
-2.64117200,16.09515045
-2.64116200,16.12997878
-2.64115200,16.16480261
-2.64114200,16.19962185
-2.64113200,16.23443639
-2.64112200,16.26924613
-2.64111200,16.30405097
-2.64110200,16.33885082
-2.64109200,16.37364557
-2.64108200,16.40843513
-2.64107200,16.44321940
-2.64106200,16.47799827
-2.64105200,16.51277166
-2.64104200,16.54753947
-2.64103200,16.58230159
-2.64102200,16.61705794
-2.64101200,16.65180842
-2.64100200,16.68655292
-2.64099200,16.72129136
-2.64098200,16.75602364
-2.64097200,16.79074966
-2.64096200,16.82546933
-2.64095200,16.86018256
-2.64094200,16.89488924
-2.64093200,16.92958930
-2.64092200,16.96428263
-2.64091200,16.99896914
-2.64090200,17.03364874
-2.64089200,17.06832134
-2.64088200,17.10298684
-2.64087200,17.13764515
-2.64086200,17.17229618
-2.64085200,17.20693985
-2.64084200,17.24157605
-2.64083200,17.27620470
-2.64082200,17.31082571
-2.64081200,17.34543898
-2.64080200,17.38004443
-2.64079200,17.41464198
-2.64078200,17.44923152
-2.64077200,17.48381297
-2.64076200,17.51838625
-2.64075200,17.55295126
-2.64074200,17.58750791
-2.64073200,17.62205613
-2.64072200,17.65659582
-2.64071200,17.69112689
-2.64070200,17.72564926
-2.64069200,17.76016285
-2.64068200,17.79466756
-2.64067200,17.82916331
-2.64066200,17.86365002
-2.64065200,17.89812759
-2.64064200,17.93259595
-2.64063200,17.96705501
-2.64062200,18.00150469
-2.64061200,18.03594490
-2.64060200,18.07037556
-2.64059200,18.10479659
-2.64058200,18.13920789
-2.64057200,18.17360940
-2.64056200,18.20800102
-2.64055200,18.24238268
-2.64054200,18.27675429
-2.64053200,18.31111577
-2.64052200,18.34546704
-2.64051200,18.37980802
-2.64050200,18.41413863
-2.64049200,18.44845878
-2.64048200,18.48276841
-2.64047200,18.51706742
-2.64046200,18.55135573
-2.64045200,18.58563328
-2.64044200,18.61989997
-2.64043200,18.65415574
-2.64042200,18.68840050
-2.64041200,18.72263417
-2.64040200,18.75685667
-2.64039200,18.79106794
-2.64038200,18.82526788
-2.64037200,18.85945643
-2.64036200,18.89363351
-2.64035200,18.92779903
-2.64034200,18.96195293
-2.64033200,18.99609513
-2.64032200,19.03022555
-2.64031200,19.06434411
-2.64030200,19.09845075
-2.64029200,19.13254538
-2.64028200,19.16662794
-2.64027200,19.20069834
-2.64026200,19.23475652
-2.64025200,19.26880239
-2.64024200,19.30283589
-2.64023200,19.33685694
-2.64022200,19.37086547
-2.64021200,19.40486141
-2.64020200,19.43884468
-2.64019200,19.47281521
-2.64018200,19.50677293
-2.64017200,19.54071777
-2.64016200,19.57464966
-2.64015200,19.60856852
-2.64014200,19.64247429
-2.64013200,19.67636689
-2.64012200,19.71024625
-2.64011200,19.74411230
-2.64010200,19.77796498
-2.64009200,19.81180421
-2.64008200,19.84562993
-2.64007200,19.87944206
-2.64006200,19.91324053
-2.64005200,19.94702528
-2.64004200,19.98079624
-2.64003200,20.01455335
-2.64002200,20.04829652
-2.64001200,20.08202570
-2.64000200,20.11574082
-2.63999200,20.14944180
-2.63998200,20.18312860
-2.63997200,20.21680112
-2.63996200,20.25045932
-2.63995200,20.28410313
-2.63994200,20.31773247
-2.63993200,20.35134729
-2.63992200,20.38494751
-2.63991200,20.41853308
-2.63990200,20.45210392
-2.63989200,20.48565998
-2.63988200,20.51920119
-2.63987200,20.55272748
-2.63986200,20.58623879
-2.63985200,20.61973506
-2.63984200,20.65321622
-2.63983200,20.68668221
-2.63982200,20.72013297
-2.63981200,20.75356844
-2.63980200,20.78698854
-2.63979200,20.82039323
-2.63978200,20.85378244
-2.63977200,20.88715610
-2.63976200,20.92051415
-2.63975200,20.95385655
-2.63974200,20.98718321
-2.63973200,21.02049408
-2.63972200,21.05378911
-2.63971200,21.08706823
-2.63970200,21.12033138
-2.63969200,21.15357850
-2.63968200,21.18680953
-2.63967200,21.22002441
-2.63966200,21.25322308
-2.63965200,21.28640549
-2.63964200,21.31957158
-2.63963200,21.35272128
-2.63962200,21.38585454
-2.63961200,21.41897130
-2.63960200,21.45207151
-2.63959200,21.48515510
-2.63958200,21.51822201
-2.63957200,21.55127220
-2.63956200,21.58430560
-2.63955200,21.61732216
-2.63954200,21.65032182
-2.63953200,21.68330453
-2.63952200,21.71627022
-2.63951200,21.74921885
-2.63950200,21.78215035
-2.63949200,21.81506468
-2.63948200,21.84796177
-2.63947200,21.88084158
-2.63946200,21.91370404
-2.63945200,21.94654911
-2.63944200,21.97937672
-2.63943200,22.01218683
-2.63942200,22.04497939
-2.63941200,22.07775433
-2.63940200,22.11051160
-2.63939200,22.14325116
-2.63938200,22.17597294
-2.63937200,22.20867690
-2.63936200,22.24136298
-2.63935200,22.27403114
-2.63934200,22.30668131
-2.63933200,22.33931345
-2.63932200,22.37192751
-2.63931200,22.40452343
-2.63930200,22.43710116
-2.63929200,22.46966066
-2.63928200,22.50220186
-2.63927200,22.53472473
-2.63926200,22.56722921
-2.63925200,22.59971525
-2.63924200,22.63218280
-2.63923200,22.66463181
-2.63922200,22.69706223
-2.63921200,22.72947401
-2.63920200,22.76186711
-2.63919200,22.79424147
-2.63918200,22.82659704
-2.63917200,22.85893378
-2.63916200,22.89125164
-2.63915200,22.92355057
-2.63914200,22.95583052
-2.63913200,22.98809145
-2.63912200,23.02033331
-2.63911200,23.05255604
-2.63910200,23.08475961
-2.63909200,23.11694397
-2.63908200,23.14910906
-2.63907200,23.18125485
-2.63906200,23.21338128
-2.63905200,23.24548832
-2.63904200,23.27757591
-2.63903200,23.30964401
-2.63902200,23.34169257
-2.63901200,23.37372155
-2.63900200,23.40573091
-2.63899200,23.43772059
-2.63898200,23.46969056
-2.63897200,23.50164077
-2.63896200,23.53357117
-2.63895200,23.56548173
-2.63894200,23.59737239
-2.63893200,23.62924311
-2.63892200,23.66109386
-2.63891200,23.69292458
-2.63890200,23.72473523
-2.63889200,23.75652578
-2.63888200,23.78829617
-2.63887200,23.82004637
-2.63886200,23.85177633
-2.63885200,23.88348602
-2.63884200,23.91517538
-2.63883200,23.94684438
-2.63882200,23.97849297
-2.63881200,24.01012112
-2.63880200,24.04172878
-2.63879200,24.07331591
-2.63878200,24.10488247
-2.63877200,24.13642843
-2.63876200,24.16795373
-2.63875200,24.19945834
-2.63874200,24.23094222
-2.63873200,24.26240533
-2.63872200,24.29384763
-2.63871200,24.32526908
-2.63870200,24.35666964
-2.63869200,24.38804927
-2.63868200,24.41940793
-2.63867200,24.45074559
-2.63866200,24.48206220
-2.63865200,24.51335772
-2.63864200,24.54463213
-2.63863200,24.57588537
-2.63862200,24.60711741
-2.63861200,24.63832822
-2.63860200,24.66951776
-2.63859200,24.70068598
-2.63858200,24.73183286
-2.63857200,24.76295835
-2.63856200,24.79406241
-2.63855200,24.82514502
-2.63854200,24.85620613
-2.63853200,24.88724571
-2.63852200,24.91826372
-2.63851200,24.94926013
-2.63850200,24.98023489
-2.63849200,25.01118798
-2.63848200,25.04211936
-2.63847200,25.07302899
-2.63846200,25.10391684
-2.63845200,25.13478287
-2.63844200,25.16562705
-2.63843200,25.19644935
-2.63842200,25.22724972
-2.63841200,25.25802814
-2.63840200,25.28878456
-2.63839200,25.31951897
-2.63838200,25.35023131
-2.63837200,25.38092157
-2.63836200,25.41158970
-2.63835200,25.44223567
-2.63834200,25.47285945
-2.63833200,25.50346101
-2.63832200,25.53404030
-2.63831200,25.56459731
-2.63830200,25.59513200
-2.63829200,25.62564433
-2.63828200,25.65613428
-2.63827200,25.68660181
-2.63826200,25.71704688
-2.63825200,25.74746948
-2.63824200,25.77786956
-2.63823200,25.80824709
-2.63822200,25.83860205
-2.63821200,25.86893440
-2.63820200,25.89924411
-2.63819200,25.92953115
-2.63818200,25.95979550
-2.63817200,25.99003711
-2.63816200,26.02025596
-2.63815200,26.05045202
-2.63814200,26.08062526
-2.63813200,26.11077565
-2.63812200,26.14090316
-2.63811200,26.17100776
-2.63810200,26.20108942
-2.63809200,26.23114812
-2.63808200,26.26118381
-2.63807200,26.29119649
-2.63806200,26.32118610
-2.63805200,26.35115263
-2.63804200,26.38109606
-2.63803200,26.41101634
-2.63802200,26.44091345
-2.63801200,26.47078737
-2.63800200,26.50063806
-2.63799200,26.53046550
-2.63798200,26.56026967
-2.63797200,26.59005052
-2.63796200,26.61980805
-2.63795200,26.64954221
-2.63794200,26.67925299
-2.63793200,26.70894035
-2.63792200,26.73860427
-2.63791200,26.76824472
-2.63790200,26.79786168
-2.63789200,26.82745512
-2.63788200,26.85702502
-2.63787200,26.88657134
-2.63786200,26.91609407
-2.63785200,26.94559317
-2.63784200,26.97506863
-2.63783200,27.00452041
-2.57898100,27.01102357
-2.57798100,26.68546795
-2.57698100,26.36597223
-2.57598100,26.05233274
-2.57498100,25.74435125
-2.57398100,25.44183541
-2.57298100,25.14459905
-2.57198100,24.85246250
-2.57098100,24.56525265
-2.56998100,24.28280313
-2.56898100,24.00495427
-2.56798100,23.73155313
-2.56698100,23.46245341
-2.56598100,23.19751535
-2.56498100,22.93660562
-2.56398100,22.67959717
-2.56298100,22.42636903
-2.56198100,22.17680617
-2.56098100,21.93079924
-2.55998100,21.68824445
-2.55898100,21.44904328
-2.55798100,21.21310229
-2.55698100,20.98033292
-2.55598100,20.75065127
-2.55498100,20.52397784
-2.55398100,20.30023739
-2.55298100,20.07935866
-2.55198100,19.86127421
-2.55098100,19.64592021
-2.54998100,19.43323624
-2.54898100,19.22316508
-2.54798100,19.01565258
-2.54698100,18.81064744
-2.54598100,18.60810106
-2.54498100,18.40796738
-2.54398100,18.21020272
-2.54298100,18.01476562
-2.54198100,17.82161672
-2.54098100,17.63071862
-2.53998100,17.44203575
-2.53898100,17.25553425
-2.53798100,17.07118184
-2.53698100,16.88894773
-2.53598100,16.70880254
